file,headline,fr,de,es,ru,is_fake
010legit.txt,"Kristen Stewart not dropping another ""Twilight"" film, talks sexuality","Kristen Stewart ne laisse pas tomber un autre film ""Twilight"", parle de la sexualité.","Kristen Stewart lässt keinen weiteren ""Twilight"" -Film, spricht mit Sexualität.","Kristen Stewart no dejó caer otra película de ""crepúsculo"", habla de sexualidad.","Кристен Стюарт не бросает еще один фильм «Сумерки», говорит о сексуальности.",0
011legit.txt,"Jennifer Lopez and Alex Rodriguez are dating, and the rumors are coming in hot","Jennifer Lopez et Alex Rodriguez sortent ensemble, et les rumeurs arrivent en chaud.",Jennifer Lopez und Alex Rodriguez sind zusammen und die Gerüchte kommen in heiß.,"Jennifer López y Alex Rodríguez están saliendo, y los rumores están en calor.","Дженнифер Лопес и Алекс Родригес встречаются, и слухи обходят горячие.",0
012legit.txt,Melania Trump 'will wear Ralph Lauren at her husband's inauguration',Melania Trump 'portera Ralph Lauren lors de l'inauguration de son mari'.,Melania Trump 'wird Ralph Lauren bei der Amtseinführung ihres Mannes tragen..,Melania Trump 'usará a Ralph Lauren en la inauguración de su esposo'.,Мелания Трамп 'будет носить Ральф Лорен на инаугурации своего мужа'.,0
023legit.txt,This Is What Justin Bieber Did Instead of Going to the Grammys,C'est ce que Justin Bieber a fait au lieu d'aller aux Grammys.,"Das hat Justin Bieber getan, anstatt zu den Grammys zu gehen.",Esto es lo que Justin Bieber hizo en lugar de ir a los Grammys.,"Это то, что Джастин Бибер сделал вместо того, чтобы ходить в Грэмми.",0
018legit.txt,"Sorry, Paris Hilton Never Actually Ordered Kim K Around On 'The Simple Life'","Désolé, Paris Hilton n'a jamais commandé Kim K sur «la vie simple».","Tut mir leid, Paris Hilton hat Kim K nie auf ""The Simple Life"" bestellt.","Lo siento, Paris Hilton nunca ordenó a Kim K en 'The Simple Life'.","Извините, Пэрис Хилтон на самом деле никогда не заказал Ким К вокруг «Простая жизнь».",0
090legit.txt,Selena Gomez and The Weeknd Hold Hands for a Romantic Stroll in Argentina,Selena Gomez et The Weeknd tiennent la main pour une promenade romantique en Argentine.,Selena Gomez und The Weeknd Hände für einen romantischen Spaziergang in Argentinien.,Selena Gomez y The Weeknd se toman de las manos para un paseo romántico en Argentina.,Селена Гомес и The Weeknd держатся за руки для романтической прогулки в Аргентине.,0
094legit.txt,"Lady Gaga is not pregnant, says representative","Lady Gaga n'est pas enceinte, explique le représentant.","Lady Gaga ist nicht schwanger, sagt Repräsentant.","Lady Gaga no está embarazada, dice Representante.","Леди Гага не беременна, говорит представитель.",0
042legit.txt,Justin Bieber's 'Purpose' show at Barclays Center lacks focus,Le spectacle «Purpose» de Justin Bieber au Barclays Center manque de focus.,Justin Biebers 'Purpose' Show im Barclays Center fehlt der Fokus.,El programa de 'propósito' de Justin Bieber en Barclays Center carece de enfoque.,Шоу Джастина Бибера «Цель» в Barclays Center не хватает фокуса.,0
103legit.txt,"Spry on her 95th birthday, Betty White offers some life advice","Spry sur son 95e anniversaire, Betty White offre des conseils de vie.",SpyRing über ihren 95. Geburtstag bietet Betty White einige Lebensberatung.,"SPRY en su 95 cumpleaños, Betty White ofrece algunos consejos de vida.","Spry на ее 95 -летний день рождения, Бетти Уайт предлагает несколько жизненных советов.",0
088legit.txt,"Taylor Swift Cries During Selena Gomez's Heartbreaking AMA Performance, Gets Some Serious Side Eye","Taylor Swift pleure pendant la performance AMA déchirante de Selena Gomez, obtient un œil le plus sérieux.","Taylor Swift weint während der herzzerreißenden AMA -Leistung von Selena Gomez, bekommt ein ernstes Nebenauge.","Taylor Swift llora durante la desgarradora actuación de AMA de Selena Gomez, tiene un ojo lateral serio.","Тейлор Свифт плачет во время душераздирающего выступления Селены Гомеса, получает серьезный боковой глаз.",0
041legit.txt,Kylie Jenner Sets the Record Straight About Reports Tyga Owes Her $2 Million,Kylie Jenner établit tout droit sur les rapports que Tyga lui doit 2 millions de dollars.,"Kylie Jenner stellt den Rekord über Berichte auf, die Tyga ihre 2 Millionen Dollar schuldet.",Kylie Jenner aclara el récord sobre informes Tyga le debe $ 2 millones.,"Кайли Дженнер устанавливает рекорд прямо о сообщениях, что Тайга обязана ей 2 миллиона долларов.",0
044legit.txt,'Au revoir for now': Kate and Wills bid a fond farewell to Paris after wowing the French during their two-day Brexit charm offensive,`` AU Revoir pour l'instant '': Kate et Wills ont fait leurs adieux à Paris après avoir épaté les Français pendant leur offensive de charme du Brexit de deux jours.,"""Au revoir fürs Erste"": Kate und Wills verabschieden sich von Paris, nachdem sie die Franzosen während ihres zweitägigen Brexit-Charmeoffensives geerdigt haben.",'Au Revoir por ahora': Kate y Wills se despidieron de París después de sorprender a los franceses durante su ofensiva Brexit de dos días.,"«Au revoir на данный момент»: Кейт и Уиллс прощаются с любовью к Парижу после того, как побудили французов во время их двухдневного наступления Brexit Charm.",0
052legit.txt,Hillary Clinton to Return to Hollywood for March 24 Fundraising Swing,Hillary Clinton pour retourner à Hollywood pour le swing de collecte de fonds du 24 mars.,"Hillary Clinton, um am 24. März nach Hollywood zurückzukehren.",Hillary Clinton regresará a Hollywood para el swing de recaudación de fondos del 24 de marzo.,"Хиллари Клинтон, чтобы вернуться в Голливуд на 24 марта.",0
064legit.txt,Guy Ritchie enjoys laid-back bike ride with son Rocco amid claims ex-wife Madonna is 'close to agreeing a deal for the teen to stay in London',"Guy Ritchie aime la balade à vélo décontractée avec son fils Rocco au milieu des affirmations de l'ex-femme, Madonna est `` près de conclure un accord pour que l'adolescent reste à Londres ''.",Guy Ritchie genießt die entspannte Radtour mit Sohn Rocco..,"Guy Ritchie disfruta de un paseo relajado en bicicleta con su hijo Rocco en medio de afirmaciones de la ex esposa, Madonna está ""cerca de acordar un trato para que el adolescente se quede en Londres"".","Гай Ричи наслаждается непринужденной поездкой на велосипеде со сыном Рокко среди утверждений, что бывшая жена Мадонна «близка к тому, чтобы согласиться с сделкой для подростка, чтобы остаться в Лондоне».",0
071legit.txt,Love is in the air! Charlize Theron and Sean Penn share a tender moment as they arrive in NYC with her son Jackson,L'amour est dans l'air! Charlize Theron et Sean Penn partagent un moment tendre alors qu'ils arrivent à New York avec son fils Jackson.,"Liebe ist in der Luft! Charlize Theron und Sean Penn teilen sich einen zarten Moment, wenn sie mit ihrem Sohn Jackson in NYC ankommen.",¡El amor está en el aire! Charlize Theron y Sean Penn comparten un momento tierno cuando llegan a Nueva York con su hijo Jackson.,"Любовь витает в воздухе! Шарлиз Терон и Шон Пенн разделяют нежный момент, когда они прибывают в Нью -Йорк со своим сыном Джексоном.",0
055legit.txt,"Jennifer Aniston, Diva? Actress Rumored To Be 'Unapproachable' On Set, Doesn't Socialize (REPORT)","Jennifer Aniston, Diva? La rumeur selon laquelle l'actrice serait «inaccessible» sur le plateau, ne socialise pas (report).","Jennifer Aniston, Diva? Die Schauspielerin, die angeblich am Set „unnahbar“ ist, setzt sich nicht ein (Bericht) nicht (Bericht).","Jennifer Aniston, Diva? La actriz se rumorea que es 'inaccesible' en el set, no socializa (informe).","Дженнифер Энистон, Дива? Актриса, по слухам, была «недоступной» на съемочной площадке, не общается (отчет).",0
026legit.txt,Anna Faris Responds To Chris Pratt-Jennifer Lawrence Cheating Rumors As They Promote 'Passengers' On Her Birthday,Anna Faris répond à Chris Pratt-Jennifer Lawrence qui triche des rumeurs alors qu'ils font la promotion des «passagers» le jour de son anniversaire.,"Anna Faris reagiert auf Chris Pratt-Jennifer Lawrence, die Gerüchte betrügen, als sie an ihrem Geburtstag ""Passagiere"" bewerben.",Anna Faris responde a Chris Pratt-Jennifer Lawrence engañando a los rumores mientras promueven 'pasajeros' en su cumpleaños.,"Анна Фарис отвечает на слухи Криса Пратт-Дженнифер Лоуренс, когда они продвигают «пассажиров» в ее день рождения.",0
095legit.txt,'THE MORE THE MERRIER' Lindsay Lohan wants talks with US President Donald Trump and Russian leader Vladimir Putin to solve Syrian refugee crisis,`` Plus le plus joyeux '' Lindsay Lohan veut des pourparlers avec le président américain Donald Trump et le leader russe Vladimir Poutine pour résoudre la crise des réfugiés syriens.,"""Je mehr der Merrier"" Lindsay Lohan will Gespräche mit dem US -Präsidenten Donald Trump und dem russischen Führer Wladimir Putin, um die syrische Flüchtlingskrise zu lösen.","'Cuanto más el mejor' Lindsay Lohan quiere conversaciones con el presidente de los Estados Unidos, Donald Trump, y al líder ruso Vladimir Putin para resolver la crisis de refugiados sirios.","«Чем больше, тем лучше» Линдсей Лохан хочет переговоров с президентом США Дональдом Трампом и российским лидером Владимиром Путином, чтобы решить кризис сирийского беженца.",0
039legit.txt,Lindsay Lohan Is Reportedly Engaged To Russian Heir,Lindsay Lohan serait fiancé à l'héritier russe.,Lindsay Lohan ist Berichten zufolge mit dem russischen Erben verlobt.,"Según los informes, Lindsay Lohan está comprometido con el heredero ruso.","Линдсей Лохан, как сообщается, помолвлена ​​с русским наследником.",0
093legit.txt,Fifty Shades Darker news: Jamie Dornan reveals TRUTH behind Dakota Johnson 'awkwardness',Fifty Shades Darker News: Jamie Dornan révèle la vérité derrière Dakota Johnson `` Awsensness ''.,Fünfzig Shades Darker News: Jamie Dornan enthüllt die Wahrheit hinter Dakota Johnson 'Unbeholfenheit'.,Fifty Shades News Darker: Jamie Dornan revela la verdad detrás de Dakota Johnson 'incomodidad'.,Fifty Shades Darker News: Джейми Дорнан раскрывает правду за Дакотой Джонсон 'неловкость'.,0
035legit.txt,Selena Gomez And Jennifer Aniston Double Date: Jen's Comments About Weeknd Were Lies,Selena Gomez et Jennifer Aniston Double date: les commentaires de Jen sur Weeknd étaient des mensonges.,Selena Gomez und Jennifer Aniston Double Date: Jens Kommentare zu Weeknd waren Lügen.,Selena Gomez y Jennifer Aniston Fecha doble: los comentarios de Jen sobre Weeknd fueron mentiras.,Селена Гомес и Дженнифер Энистон Двойной дата: Комментарии Джен о Weeknd были ложью.,0
097legit.txt,"Kitesurfing, Lunch with Bono, Golfing in Hawaii: All About the Obamas' Life Now","Kitesurf, déjeuner avec bono, golf à Hawaï: tout sur la vie des Obamas maintenant.","Kitesurfing, Mittagessen mit Bono, Golf in Hawaii: Alles über das Leben der Obamas jetzt.","Kitesurf, almuerzo con bono, golf en Hawai: todo sobre la vida de los Obamas ahora.","Кайтсерфинг, обед с Боно, гольф на Гавайях: все о жизни Обамы сейчас.",0
099legit.txt,This Is Why Taylor Swift Is Skipping the 2016 MTV Video Music Awards,C'est pourquoi Taylor Swift saute les MTV Video Music Awards 2016.,Aus diesem Grund überspringt Taylor Swift die MTV Video Music Awards 2016.,Es por eso que Taylor Swift está omitiendo los MTV Video Music Awards 2016.,Вот почему Тейлор Свифт пропускает награду MTV Video Music 2016 года 2016 года.,0
059legit.txt,About That Time Princess Diana Watched The Golden Girls and Crashed a Gay Bar with Freddie Mercury,"À cette époque, la princesse Diana a regardé les Golden Girls et a écrasé un bar gay avec Freddie Mercury.",Ungefähr zu dieser Zeit beobachtete Prinzessin Diana die goldenen Mädchen und stürzte eine schwule Bar mit Freddie Mercury ab.,"Por esa época, la princesa Diana vio a las chicas doradas y estrelló un bar gay con Freddie Mercury.",Примерно в это время принцесса Диана наблюдала за золотыми девочками и разбила гей -бар с Фредди Меркьюри.,0
068legit.txt,Lena Dunham Is Vogue's Latest Covergirl,Lena Dunham est la dernière couverture de Vogue.,Lena Dunham ist Vogues neuestes Covergirl.,Lena Dunham es la última portada de Vogue.,Лена Данхэм - последняя обложка Vogue.,0
046legit.txt,Fans think Taylor Swift and Drake might be dating - here's all the evidence,Les fans pensent que Taylor Swift et Drake pourraient sortir ensemble - voici toutes les preuves.,"Fans denken, Taylor Swift und Drake könnten ausgehen - hier sind alle Beweise.",Los fanáticos piensan que Taylor Swift y Drake podrían estar saliendo: aquí está toda la evidencia.,"Поклонники думают, что Тейлор Свифт и Дрейк могут встречаться - вот все доказательства.",0
030legit.txt,"Brad Pitt's Side of the Story: He 'Did Not Hit' Maddox as Plane Fight with Angelina Jolie 'Got Out of Hand,' Says Source","Le côté de Brad Pitt de l'histoire: il «n'a pas frappé` `Maddox comme un combat d'avion avec Angelina Jolie» est devenu incontrôlable », dit Source.","Brad Pitts Seite der Geschichte: Er ""hat nicht"" Maddox getroffen, als Flugzeugkampf mit Angelina Jolie ""außer Kontrolle geriet"", sagt Quelle.","El lado de la historia de Brad Pitt: ""no golpeó a"" Maddox cuando la pelea de aviones con Angelina Jolie ""se salió de control"", dice Source.","Сторона истории Брэда Питта: он не ударил «Мэддокс, когда самолет сражался с Анджелиной Джоли», вышел из -под контроля », - говорит источник.",0
076legit.txt,"Jennifer Aniston and Justin Theroux Made One ""Massive Miscalculation"" While Planning Their Secret Wedding","Jennifer Aniston et Justin Theroux ont fait une ""erreur de calcul massive"" tout en planifiant leur mariage secret.","Jennifer Aniston und Justin Theroux machten eine ""massive Fehlkalkulation"", während sie ihre geheime Hochzeit plante.","Jennifer Aniston y Justin Theroux hicieron un ""error de cálculo masivo"" mientras planeaba su boda secreta.","Дженнифер Энистон и Джастин Теру сделали одну «массовую просчет», планируя свою тайную свадьбу.",0
077legit.txt,AMAL CLOONEY IS THE MOST INFLUENTIAL WOMAN IN LONDON,Amal Clooney est la femme la plus influente de Londres.,Amal Clooney ist die einflussreichste Frau in London.,Amal Clooney es la mujer más influyente de Londres.,Амаль Клуни - самая влиятельная женщина в Лондоне.,0
084legit.txt,Keeping Up With Kendall Jenner,Suivre Kendall Jenner.,Mit Kendall Jenner Schritt halten.,Mantenerse al día con Kendall Jenner.,Не отставать от Кендалла Дженнера.,0
085legit.txt,Too Many Stars to Count Support Stand Up to Cancer,Trop d'étoiles pour compter le soutien résiste au cancer.,"Zu viele Sterne, um die Unterstützung zu zählen, stehen Krebs gegen Krebs.",Demasiadas estrellas para contar el apoyo de pie al cáncer.,"Слишком много звезд, чтобы посчитать поддержку, противостоят раку.",0
074legit.txt,Justin Bieber Asks 'Taylor Swift What Up' in Pic With Kanye West,Justin Bieber demande à «Taylor Swift What Up» en photo avec Kanye West.,"Justin Bieber fragt ""Taylor Swift, was los"" auf dem Bild mit Kanye West.",Justin Bieber pregunta a 'Taylor Swift qué pasa' en la foto con Kanye West.,"Джастин Бибер спрашивает «Тейлор Свифт, что дела» на рис..",0
096legit.txt,"Gwen Stefani is returning to 'The Voice,' but what about Miley Cyrus?","Gwen Stefani revient à «The Voice», mais qu'en est-il de Miley Cyrus?.","Gwen Stefani kehrt zu ""The Voice"" zurück, aber was ist mit Miley Cyrus?.","Gwen Stefani está volviendo a 'The Voice', pero ¿qué pasa con Miley Cyrus?.","Гвен Стефани возвращается к «Голосу», но как насчет Майли Сайрус?.",0
029legit.txt,"Prince died of accidental overdose of opioid fentanyl, medical examiner says","Prince est décédé d'une surdose accidentelle du fentanyl opioïde, dit un médecin légiste.","Prinz ist an versehentlicher Überdosis von Opioid Fentanyl gestorben, sagt Medical Examiner.","Prince murió de sobredosis accidental de fentanilo opioide, dice el médico forense.","Принц умер от случайной передозировки опиоидного фентанила, говорит медицинский эксперт.",0
104legit.txt,Late-Night Hosts React to O,Les hôtes de fin de soirée réagissent à o.,Spätabendliche Wirte reagieren auf o.,Los anfitriones nocturnos reaccionan a O.,Поздние ночные хозяева реагируют на O.,0
073legit.txt,The Secret to Ellen DeGeneres' Ageless Look,Le secret du look sans âge d'Ellen DeGeneres.,Das Geheimnis des zeitlosen Aussehens von Ellen DeGeneres.,El secreto de Ellen DeGeneres's Ageless Look.,Секрет для нестареющего взгляда Эллен ДеДженерес.,0
108legit.txt,"Angelina Jolie Embraces Her Inner-Witch, and Inner-Mom",Angelina Jolie embrasse son nageur intérieur et la maman intérieure.,Angelina Jolie umarmt ihre innere und innere MOMME.,Angelina Jolie abraza su intermediario y el centro interno.,Анджелина Джоли обнимает ее внутреннюю сетку и внутреннюю маму.,0
053legit.txt,Blake Shelton Addresses Rumors On Twitter In The Best Possible Way,Blake Shelton aborde les rumeurs sur Twitter de la meilleure façon possible.,Blake Shelton spricht auf Twitter auf die bestmögliche Weise Gerüchte an.,Blake Shelton aborda los rumores en Twitter de la mejor manera posible.,Блейк Шелтон раздает слухи в Твиттере наилучшим образом.,0
086legit.txt,"Yes, Kim Kardashian And Kanye West Are Signing A Prenup, But Guess Who Is Worth More","Oui, Kim Kardashian et Kanye West signent un contrat de travail, mais devinez qui vaut plus.","Ja, Kim Kardashian und Kanye West unterschreiben ein Prenup, aber raten Sie mal, wer mehr wert ist.","Sí, Kim Kardashian y Kanye West están firmando un prenupc, pero adivina quién vale más.","Да, Ким Кардашьян и Канье Уэст подписывают премьер, но угадайте, кто стоит больше.",0
048legit.txt,"YOUNG MA SAYS NICKI MINAJ IS 'JUST SHOWING LOVE, GIVING PROPS': WATCH","Le jeune Ma dit que Nicki Minaj est «juste montrer l'amour, donner des accessoires»: Watch.","Young Ma sagt, Nicki Minaj zeigt nur Liebe, gibt Requisiten: Watch.","Young Ma dice que Nicki Minaj está 'solo mostrando amor, dando accesorios': Mira.","Молодая Ма говорит, что Ники Минаж «просто показывает любовь, дает реквизит»: Смотрите.",0
091legit.txt,Katie Holmes on reprising her role as Jacqueline Kennedy,Katie Holmes sur la reprise de son rôle de Jacqueline Kennedy.,Katie Holmes über die Wiederholung ihrer Rolle als Jacqueline Kennedy.,Katie Holmes sobre repitir su papel de Jacqueline Kennedy.,"Кэти Холмс о том, как повторить свою роль Жаклин Кеннеди.",0
047legit.txt,Katie Holmes Honors Daughter Suri With Film Credit,Katie Holmes honore la fille Suri avec un crédit cinématographique.,Katie Holmes ehrt Tochter Suri mit Filmkredit.,Katie Holmes honra a su hija Suri con crédito cinematográfico.,Кэти Холмс чтит дочь Сури с помощью фильма.,0
031legit.txt,"Dancing with the Stars 2017 Cast Includes Charo, Bonner Bolton, Heather Morris & More!","Dancing with the Stars 2017 Cast comprend Charo, Bonner Bolton, Heather Morris.","Die Besetzung von Tancing With the Stars 2017 umfasst Charo, Bonner Bolton und Heather Morris.","El elenco de Dancing With the Stars 2017 incluye a Charo, Bonner Bolton, Heather Morris.","Танцы со звездным составом 2017 года включают Чаро, Боннер Болтон, Хизер Моррис.",0
083legit.txt,"George Clooney, Amal Alamuddin and Famous Guests Kick Off Wedding Festivities in Venice","George Clooney, Amal Alamuddin et les invités célèbres lancent des festivités de mariage à Venise.","George Clooney, Amal Alamuddin und berühmte Gäste starten Hochzeitsfeierlichkeiten in Venedig.","George Clooney, Amal Alamuddin y los invitados famosos inician festividades de boda en Venecia.","Джордж Клуни, Амаль Аламуддин и известные гости начинают свадебные праздники в Венеции.",0
079legit.txt,"EXCLUSIVE: WHERE WILLIAM, KATE, AND GEORGE ARE HEADED FOR A MONTH-LONG SUMMER VACATION","Exclusif: où William, Kate et George se dirigent vers des vacances d'été d'un mois.","EXKLUSIV: Wo William, Kate und George einen einmonatigen Sommerurlaub machen.","Exclusivo: donde William, Kate y George se dirigen a unas vacaciones de verano de un mes de duración.","Эксклюзив: где Уильям, Кейт и Джордж направляются на месячные летние каникулы.",0
106legit.txt,Justin Bieber carries a bible while donning preppy tennis clothes,Justin Bieber porte une Bible tout en portant des vêtements de tennis preppy.,"Justin Bieber trägt eine Bibel, während er adrette Tenniskleidung anzieht.",Justin Bieber lleva una Biblia mientras se pone ropa de tenis preppy.,"Джастин Бибер несет Библию, надевая опрятную теннисную одежду.",0
066legit.txt,Rosie O'Donnell Sells Her Star Island Mansion for $16,Rosie O'Donnell vend son manoir Star Island pour 16 $.,Rosie O'Donnell verkauft ihre Star Island -Villa für 16 Dollar.,Rosie O'Donnell vende su mansión Star Island por $ 16.,Рози О'Доннелл продает свой особняк острова Звездного острова за 16 долларов.,0
057legit.txt,Is Evian Water The Secret Behind Cameron Diaz's Great Skin? Read more at: https://tr,Evian Water est-elle le secret derrière la grande peau de Cameron Diaz? En savoir plus sur: https: // tr.,Ist Evian Water das Geheimnis hinter Cameron Diaz 'großer Haut? Lesen Sie mehr unter: https: // tr tr.,¿Es Evian Water el secreto detrás de la gran piel de Cameron Diaz? Leer más en: https: // tr.,Эвиан водой секрет за отличной кожей Кэмерон Диас? Узнайте больше по адресу: https: // tr.,0
060legit.txt,Paul McCartney Is Not Dead (And Neither Is the Past),Paul McCartney n'est pas mort (et le passé non plus).,Paul McCartney ist nicht tot (und auch nicht die Vergangenheit).,Paul McCartney no está muerto (y tampoco está el pasado).,Пол Маккартни не мертв (и и в прошлом).,0
062legit.txt,Trump recorded having extremely lewd conversation about women in 2005,Trump a enregistré une conversation extrêmement obscène sur les femmes en 2005.,Trump verzeichnete im Jahr 2005 ein extrem unanständiges Gespräch über Frauen.,Trump grabó tener una conversación extremadamente lasciva sobre las mujeres en 2005.,"Трамп записал, что в 2005 году был чрезвычайно непристойный разговор о женщинах.",0
037legit.txt,Drake Cancels Amsterdam Concert (Again) After Doors Had Opened,Drake annule le concert d'Amsterdam (encore) après l'ouverture des portes.,"Drake storniert Amsterdamer Konzert (wieder), nachdem die Türen geöffnet waren.",Drake cancela el concierto de Amsterdam (nuevamente) después de que las puertas se abrieran.,Дрейк отменяет концерт Амстердама (снова) после открытия дверей.,0
072legit.txt,Heidi Klum and Seal Have a Friendly Reunion at Billboard Music Awards 2016,Heidi Klum et SEAL ont une réunion amicale aux Billboard Music Awards 2016.,Heidi Klum und Seal haben eine freundliche Wiedervereinigung bei Billboard Music Awards 2016.,Heidi Klum y Seal tienen una reunión amistosa en Billboard Music Awards 2016.,У Хайди Клум и Силе дружелюбное воссоединение на Billboard Music Awards 2016.,0
061legit.txt,"Beyoncé Is Pregnant With Twins, Let The Conspiracy Theories Commence","Beyoncé est enceinte de jumeaux, laisse les théories du complot.","Beyoncé ist schwanger mit Zwillingen, lassen Sie die Verschwörungstheorien beginnen.","Beyoncé está embarazada de gemelos, que comiencen las teorías de la conspiración.","Бейонсе беременна близнецами, пусть начнется теории заговора.",0
045legit.txt,Moving fashion forward: Brooding Tom Hiddleston has a new blonde in his life as he poses with dog for suave Gucci campaign after Taylor Swift split,Avance à l'avant: la suppression de Tom Hiddleston a une nouvelle blonde dans sa vie alors qu'il pose avec un chien pour la campagne Suave Gucci après Taylor Swift Split.,"Moving Fashion Forward: Das Brutt -Tom Hiddleston hat eine neue Blondine in seinem Leben, während er sich mit Hunde für die Suave Gucci -Kampagne nach Taylor Swift aufposiert.",Moving Fashion Forward: el melancólico Tom Hiddleston tiene una nueva rubia en su vida mientras posa con la campaña de Dog para Suave Gucci después de Taylor Swift Split.,"Движение моды вперед: задумчивая Том Хиддлстон имеет новую блондинку в своей жизни, поскольку он позирует с Dog для кампании Suave Gucci после Taylor Swift Split.",0
075legit.txt,Selena Gomez and Orlando Bloom Party Together at His 39th Birthday Party,Selena Gomez et Orlando Bloom Party ensemble lors de sa 39e fête d'anniversaire.,Selena Gomez und Orlando Bloom Party zusammen auf seiner 39. Geburtstagsfeier.,Selena Gomez y Orlando Bloom Party juntos en su fiesta de cumpleaños número 39.,Селена Гомес и Орландо Блум вместе на его 39 -й день рождения.,0
056legit.txt,Sarah Jessica Parker Puts Rumors of Feud with Kim Cattrall to Rest with One Birthday Instagram,Sarah Jessica Parker met des rumeurs de querelle avec Kim Cattrall pour se reposer avec un anniversaire Instagram.,Sarah Jessica Parker setzt Gerüchte über Fehde mit Kim Cattrall mit einem Geburtstagsinstagram aus.,Sarah Jessica Parker pone rumores de disputa con Kim Cattrall para descansar con un cumpleaños Instagram.,"Сара Джессика Паркер ставит слухи о вражде с Ким Кэттралл, чтобы отдохнуть с одним днем ​​рождения Instagram.",0
081legit.txt,Robert Pattinson: 'Twilight's the hardest part I've done',Robert Pattinson: «Twilight est la partie la plus difficile que j'ai faite».,"Robert Pattinson: ""Twilight ist der schwierigste Teil, den ich gemacht habe"".",Robert Pattinson: 'Twilight es la parte más difícil que he hecho'.,"Роберт Паттинсон: «Сумерки - самая сложная часть, которую я сделал».",0
092legit.txt,What Jennifer Lopez Just Revealed to Ellen About Drake & Dating Younger Men,Ce que Jennifer Lopez vient de révéler à Ellen à propos de Drake.,Was Jennifer Lopez Ellen gerade über Drake enthüllte.,Lo que Jennifer López acaba de revelar a Ellen sobre Drake.,Что Дженнифер Лопес только что рассказала Эллену о Дрейке.,0
032legit.txt,"Jennifer Lopez teases Bye Bye Birdie, NBC's next live musical","Jennifer Lopez taquine Bye Bye Birdie, la prochaine comédie musicale en direct de NBC.","Jennifer Lopez neckt Tschüss Birdie, NBCs nächstes Live -Musical.","Jennifer López se burla de Bye Birdie, el próximo musical en vivo de NBC.","Дженнифер Лопес дразнит, пока, Берди, следующий живой мюзикл NBC.",0
049legit.txt,Billy Bush officially sacked from NBC Today show after leaked lewd Donald Trump tape scandal,Billy Bush a officiellement limogé de l'émission NBC Today après une divulgation de Scandal de bande obscène de Donald Trump.,"Billy Bush hat offiziell von der NBC -Heute -Show entlassen, nachdem er Lewd Donald Trump Tape Skandal durchgesickert hatte.",Billy Bush saqueó oficialmente de NBC Today Show después de un escándalo de cinta de Donald Trump filtrado.,Билли Буш официально уволен из NBC Today Show после просочившегося скандала с лентой Дональда Трампа.,0
080legit.txt,Catherine Zeta-Jones gives marriage advice saying people are too quick to get divorced,Catherine Zeta-Jones donne des conseils sur le mariage disant que les gens sont trop rapides pour divorcer.,"Catherine Zeta-Jones gibt den Ratschlägen der Ehe, dass die Menschen zu schnell sind, um sich geschieden zu werden.",Catherine Zeta-Jones da un consejo matrimonial que dice que las personas son demasiado rápidas para divorciarse.,"Кэтрин Зета-Джонс дает совет по браку, говоря, что люди слишком быстро разводят.",0
078legit.txt,Ellen DeGeneres and Portia de Rossi Host Saving SPOT! Fundraiser,Ellen DeGeneres et Portia de Rossi Host Host Saving Spot! Levée de fonds.,Ellen DeGeneres und Portia de Rossi Host -Sparplatz! Geldbeschaffer.,¡Ellen DeGeneres y Portia de Rossi Host Saving Spot! Recaudador de fondos.,Эллен ДеДженерес и Portia de Rossi Host Spot! Сбор средств.,0
089legit.txt,rad Pitt attends charity concert with Sting in rare public appearance following split from Angelina Jolie,Rad Pitt assiste à un concert de charité avec Sting en rare apparence publique suivant la séparation d'Angelina Jolie.,Rad Pitt besucht das Wohltätigkeitskonzert mit Sting im seltenen öffentlichen Auftritt nach Trennung von Angelina Jolie.,Rad Pitt asiste al concierto de caridad con Sting en una rara aparición pública después de la separación de Angelina Jolie.,Рад Питт посещает благотворительный концерт с Стингом в редкой публичной внешности после расставания с Анджелиной Джоли.,0
101legit.txt,James Corden just asked Kim Kardashian about the Khloe and Kylie pregnancy rumours,James Corden vient de demander à Kim Kardashian des rumeurs de grossesse Khloe et Kylie.,James Corden fragte gerade Kim Kardashian nach den Gerüchten Khloe und Kylie Schwangerschaft.,James Corden acaba de preguntarle a Kim Kardashian sobre los rumores de embarazo de Khloe y Kylie.,Джеймс Корден только что спросил Ким Кардашьян о слухах о беременности Хлои и Кайли.,0
069legit.txt,One Direction's Harry Styles Enjoys Skiing Holiday With Kendall Jenner Amid Romance Claims,Les styles Harry de One Direction apprécie les vacances de ski avec Kendall Jenner au milieu des revendications de romance.,Die Harry Styles von One Direction genießt den Skiurlaub mit Kendall Jenner inmitten von Romantikansprüchen.,Harry Styles de One Direction disfruta de esquiar vacaciones con Kendall Jenner en medio de reclamos románticos.,Гарри Стайлс из One Direction любит кататься на лыжах с Кендаллом Дженнером среди романтических претензий.,0
070legit.txt,Ellen DeGeneres sends her producer to another haunted house,Ellen DeGeneres envoie son producteur dans une autre maison hantée.,Ellen DeGeneres schickt ihren Produzenten in ein anderes Spukhaus.,Ellen DeGeneres envía a su productor a otra casa embrujada.,Эллен ДеДженерес отправляет своего продюсера в другой дом с привидениями.,0
